Region,Country,Year,Age,Gender,Literacy rate
Latin America and the Caribbean,Paraguay,2013,15-24,female,99.20%
Latin America and the Caribbean,Paraguay,2013,15-24,male,98.60%
Latin America and the Caribbean,Paraguay,2013,15-24,total,98.90%
Latin America and the Caribbean,Paraguay,2013,25-64,female,94.82%
Latin America and the Caribbean,Paraguay,2013,25-64,male,96.06%
Latin America and the Caribbean,Paraguay,2013,25-64,total,95.43%
Latin America and the Caribbean,Paraguay,2013,65+,female,75.79%
Latin America and the Caribbean,Paraguay,2013,65+,male,81.85%
Latin America and the Caribbean,Paraguay,2013,65+,total,78.71%
Latin America and the Caribbean,Paraguay,2014,15+,female,94.21%
Latin America and the Caribbean,Paraguay,2014,15+,male,95.87%
Latin America and the Caribbean,Paraguay,2014,15+,total,95.03%
Latin America and the Caribbean,Paraguay,2014,15-24,female,98.46%
Latin America and the Caribbean,Paraguay,2014,15-24,male,98.96%
Latin America and the Caribbean,Paraguay,2014,15-24,total,98.71%
Latin America and the Caribbean,Paraguay,2014,25-64,female,94.70%
Latin America and the Caribbean,Paraguay,2014,25-64,male,96.03%
Latin America and the Caribbean,Paraguay,2014,25-64,total,95.36%
Latin America and the Caribbean,Paraguay,2014,65+,female,76.90%
Latin America and the Caribbean,Paraguay,2014,65+,male,83.12%
Latin America and the Caribbean,Paraguay,2014,65+,total,79.81%
Latin America and the Caribbean,Paraguay,2015,15+,female,94.87%
Latin America and the Caribbean,Paraguay,2015,15+,male,96.25%
Latin America and the Caribbean,Paraguay,2015,15+,total,95.55%
Latin America and the Caribbean,Paraguay,2015,15-24,female,98.97%
Latin America and the Caribbean,Paraguay,2015,15-24,male,98.35%
Latin America and the Caribbean,Paraguay,2015,15-24,total,98.65%
Latin America and the Caribbean,Paraguay,2015,25-64,female,95.49%
Latin America and the Caribbean,Paraguay,2015,25-64,male,96.73%
Latin America and the Caribbean,Paraguay,2015,25-64,total,96.09%
Latin America and the Caribbean,Paraguay,2015,65+,female,77.02%
Latin America and the Caribbean,Paraguay,2015,65+,male,84.91%
Latin America and the Caribbean,Paraguay,2015,65+,total,80.81%
Latin America and the Caribbean,Paraguay,2016,15+,female,93.84%
Latin America and the Caribbean,Paraguay,2016,15+,male,95.48%
Latin America and the Caribbean,Paraguay,2016,15+,total,94.65%
Latin America and the Caribbean,Paraguay,2016,15-24,female,98.70%
Latin America and the Caribbean,Paraguay,2016,15-24,male,98.21%
Latin America and the Caribbean,Paraguay,2016,15-24,total,98.45%
Latin America and the Caribbean,Paraguay,2016,25-64,female,94.55%
Latin America and the Caribbean,Paraguay,2016,25-64,male,96.01%
Latin America and the Caribbean,Paraguay,2016,25-64,total,95.27%
Latin America and the Caribbean,Paraguay,2016,65+,female,74.22%
Latin America and the Caribbean,Paraguay,2016,65+,male,81.83%
Latin America and the Caribbean,Paraguay,2016,65+,total,77.81%
Latin America and the Caribbean,Paraguay,2018,15+,female,93.53%
Latin America and the Caribbean,Paraguay,2018,15+,male,94.51%
Latin America and the Caribbean,Paraguay,2018,15+,total,94.02%
Latin America and the Caribbean,Paraguay,2018,15-24,female,98.87%
Latin America and the Caribbean,Paraguay,2018,15-24,male,97.73%
Latin America and the Caribbean,Paraguay,2018,15-24,total,98.28%
Latin America and the Caribbean,Paraguay,2018,25-64,female,95.00%
Latin America and the Caribbean,Paraguay,2018,25-64,male,95.65%
Latin America and the Caribbean,Paraguay,2018,25-64,total,95.32%
Latin America and the Caribbean,Paraguay,2018,65+,female,68.40%
Latin America and the Caribbean,Paraguay,2018,65+,male,75.89%
Latin America and the Caribbean,Paraguay,2018,65+,total,72.01%
Latin America and the Caribbean,Peru,2012,15+,female,90.67%
Latin America and the Caribbean,Peru,2012,15+,male,96.95%
Latin America and the Caribbean,Peru,2012,15+,total,93.84%
Latin America and the Caribbean,Peru,2012,15-24,female,98.68%
Latin America and the Caribbean,Peru,2012,15-24,male,98.72%
Latin America and the Caribbean,Peru,2012,15-24,total,98.70%
Latin America and the Caribbean,Peru,2012,25-64,female,91.36%
Latin America and the Caribbean,Peru,2012,25-64,male,97.16%
Latin America and the Caribbean,Peru,2012,25-64,total,94.29%
Latin America and the Caribbean,Peru,2012,65+,female,63.26%
Latin America and the Caribbean,Peru,2012,65+,male,89.39%
Latin America and the Caribbean,Peru,2012,65+,total,75.60%
Latin America and the Caribbean,Peru,2014,15+,female,90.45%
Latin America and the Caribbean,Peru,2014,15+,male,96.95%
Latin America and the Caribbean,Peru,2014,15+,total,93.71%
Latin America and the Caribbean,Peru,2014,15-24,female,98.79%
Latin America and the Caribbean,Peru,2014,15-24,male,99.16%
Latin America and the Caribbean,Peru,2014,15-24,total,98.98%
Latin America and the Caribbean,Peru,2014,25-64,female,91.25%
Latin America and the Caribbean,Peru,2014,25-64,male,97.16%
Latin America and the Caribbean,Peru,2014,25-64,total,94.22%
Latin America and the Caribbean,Peru,2014,65+,female,62.94%
Latin America and the Caribbean,Peru,2014,65+,male,88.11%
Latin America and the Caribbean,Peru,2014,65+,total,74.53%
Latin America and the Caribbean,Peru,2015,15+,female,91.25%
Latin America and the Caribbean,Peru,2015,15+,male,97.11%
Latin America and the Caribbean,Peru,2015,15+,total,94.16%
Latin America and the Caribbean,Peru,2015,15-24,female,98.77%
Latin America and the Caribbean,Peru,2015,15-24,male,99.24%
Latin America and the Caribbean,Peru,2015,15-24,total,99.01%
Latin America and the Caribbean,Peru,2015,25-64,female,92.16%
Latin America and the Caribbean,Peru,2015,25-64,male,97.21%
Latin America and the Caribbean,Peru,2015,25-64,total,94.68%
Latin America and the Caribbean,Peru,2015,65+,female,66.01%
Latin America and the Caribbean,Peru,2015,65+,male,89.70%
Latin America and the Caribbean,Peru,2015,65+,total,76.86%
Latin America and the Caribbean,Peru,2016,15+,female,91.19%
Latin America and the Caribbean,Peru,2016,15+,male,97.19%
Latin America and the Caribbean,Peru,2016,15+,total,94.17%
Latin America and the Caribbean,Peru,2016,15-24,female,98.67%
Latin America and the Caribbean,Peru,2016,15-24,male,99.09%
Latin America and the Caribbean,Peru,2016,15-24,total,98.88%
Latin America and the Caribbean,Peru,2016,25-64,female,92.02%
Latin America and the Caribbean,Peru,2016,25-64,male,97.39%
Latin America and the Caribbean,Peru,2016,25-64,total,94.70%
Latin America and the Caribbean,Peru,2016,65+,female,67.38%
Latin America and the Caribbean,Peru,2016,65+,male,89.93%
Latin America and the Caribbean,Peru,2016,65+,total,77.70%
Latin America and the Caribbean,Peru,2017,15+,female,91.27%
Latin America and the Caribbean,Peru,2017,15+,male,97.04%
Latin America and the Caribbean,Peru,2017,15+,total,94.15%
Latin America and the Caribbean,Peru,2017,15-24,female,98.85%
Latin America and the Caribbean,Peru,2017,15-24,male,99.26%
Latin America and the Caribbean,Peru,2017,15-24,total,99.06%
Latin America and the Caribbean,Peru,2017,25-64,female,92.13%
Latin America and the Caribbean,Peru,2017,25-64,male,97.18%
Latin America and the Caribbean,Peru,2017,25-64,total,94.66%
Latin America and the Caribbean,Peru,2017,65+,female,67.72%
Latin America and the Caribbean,Peru,2017,65+,male,89.53%
Latin America and the Caribbean,Peru,2017,65+,total,77.71%
Latin America and the Caribbean,Peru,2018,15+,female,91.70%
Latin America and the Caribbean,Peru,2018,15+,male,97.12%
Latin America and the Caribbean,Peru,2018,15+,total,94.41%
Latin America and the Caribbean,Peru,2018,15-24,female,98.97%
Latin America and the Caribbean,Peru,2018,15-24,male,99.08%
Latin America and the Caribbean,Peru,2018,15-24,total,99.02%
Latin America and the Caribbean,Peru,2018,25-64,female,92.62%
Latin America and the Caribbean,Peru,2018,25-64,male,97.26%
Latin America and the Caribbean,Peru,2018,25-64,total,94.95%
Latin America and the Caribbean,Peru,2018,65+,female,69.16%
Latin America and the Caribbean,Peru,2018,65+,male,90.61%
Latin America and the Caribbean,Peru,2018,65+,total,79.01%
Latin America and the Caribbean,Puerto Rico,2010,15+,female,92.53%
Latin America and the Caribbean,Puerto Rico,2010,15+,male,91.33%
Latin America and the Caribbean,Puerto Rico,2010,15+,total,91.97%
Latin America and the Caribbean,Puerto Rico,2010,15-24,female,98.85%
Latin America and the Caribbean,Puerto Rico,2010,15-24,male,98.81%
Latin America and the Caribbean,Puerto Rico,2010,15-24,total,98.83%
Latin America and the Caribbean,Puerto Rico,2010,25-64,female,93.52%
Latin America and the Caribbean,Puerto Rico,2010,25-64,male,90.54%
Latin America and the Caribbean,Puerto Rico,2010,25-64,total,92.11%
Latin America and the Caribbean,Puerto Rico,2010,65+,female,83.70%
Latin America and the Caribbean,Puerto Rico,2010,65+,male,85.61%
Latin America and the Caribbean,Puerto Rico,2010,65+,total,84.53%
Latin America and the Caribbean,Puerto Rico,2017,15+,female,92.39%
Latin America and the Caribbean,Puerto Rico,2017,15+,male,92.39%
Latin America and the Caribbean,Puerto Rico,2017,15+,total,92.39%
Latin America and the Caribbean,Puerto Rico,2017,15-24,female,92.39%
Latin America and the Caribbean,Puerto Rico,2017,15-24,male,92.39%
Latin America and the Caribbean,Puerto Rico,2017,15-24,total,92.39%
Latin America and the Caribbean,Puerto Rico,2017,25-64,female,92.39%
Latin America and the Caribbean,Puerto Rico,2017,25-64,male,92.39%
Latin America and the Caribbean,Puerto Rico,2017,25-64,total,92.39%
Latin America and the Caribbean,Puerto Rico,2017,65+,female,92.39%
Latin America and the Caribbean,Puerto Rico,2017,65+,male,92.39%
Latin America and the Caribbean,Puerto Rico,2017,65+,total,92.39%
Latin America and the Caribbean,Suriname,2010,15+,female,94.00%
Latin America and the Caribbean,Suriname,2010,15+,male,95.36%
Latin America and the Caribbean,Suriname,2010,15+,total,94.68%
Latin America and the Caribbean,Suriname,2010,15-24,female,98.80%
Latin America and the Caribbean,Suriname,2010,15-24,male,97.97%
Latin America and the Caribbean,Suriname,2010,15-24,total,98.38%
Latin America and the Caribbean,Suriname,2010,25-64,female,95.03%
Latin America and the Caribbean,Suriname,2010,25-64,male,96.38%
Latin America and the Caribbean,Suriname,2010,25-64,total,95.69%
Latin America and the Caribbean,Suriname,2010,65+,female,74.36%
Latin America and the Caribbean,Suriname,2010,65+,male,79.48%
Latin America and the Caribbean,Suriname,2010,65+,total,76.75%
Latin America and the Caribbean,Suriname,2012,15+,female,91.00%
Latin America and the Caribbean,Suriname,2012,15+,male,94.87%
Latin America and the Caribbean,Suriname,2012,15+,total,92.87%
Latin America and the Caribbean,Suriname,2012,15-24,female,97.26%
Latin America and the Caribbean,Suriname,2012,15-24,male,98.09%
Latin America and the Caribbean,Suriname,2012,15-24,total,97.67%
Latin America and the Caribbean,Suriname,2012,25-64,female,91.77%
Latin America and the Caribbean,Suriname,2012,25-64,male,95.43%
Latin America and the Caribbean,Suriname,2012,25-64,total,93.54%
Latin America and the Caribbean,Suriname,2012,65+,female,71.53%
Latin America and the Caribbean,Suriname,2012,65+,male,81.49%
Latin America and the Caribbean,Suriname,2012,65+,total,75.96%
Latin America and the Caribbean,Suriname,2018,15+,female,92.71%
Latin America and the Caribbean,Suriname,2018,15+,male,96.07%
Latin America and the Caribbean,Suriname,2018,15+,total,94.38%
Latin America and the Caribbean,Suriname,2018,15-24,female,98.40%
Latin America and the Caribbean,Suriname,2018,15-24,male,98.88%
Latin America and the Caribbean,Suriname,2018,15-24,total,98.65%
Latin America and the Caribbean,Suriname,2018,25-64,female,93.31%
Latin America and the Caribbean,Suriname,2018,25-64,male,96.23%
Latin America and the Caribbean,Suriname,2018,25-64,total,94.77%
Latin America and the Caribbean,Suriname,2018,65+,female,77.25%
Latin America and the Caribbean,Suriname,2018,65+,male,86.18%
Latin America and the Caribbean,Suriname,2018,65+,total,81.01%
Latin America and the Caribbean,Trinidad and Tobago,2010,15+,female,98.30%
Latin America and the Caribbean,Trinidad and Tobago,2010,15+,male,99.14%
Latin America and the Caribbean,Trinidad and Tobago,2010,15+,total,98.70%
Latin America and the Caribbean,Trinidad and Tobago,2010,15-24,female,99.60%
Latin America and the Caribbean,Trinidad and Tobago,2010,15-24,male,99.55%
Latin America and the Caribbean,Trinidad and Tobago,2010,15-24,total,99.60%
Latin America and the Caribbean,Trinidad and Tobago,2010,25-64,female,99.20%
Latin America and the Caribbean,Trinidad and Tobago,2010,25-64,male,99.24%
Latin America and the Caribbean,Trinidad and Tobago,2010,25-64,total,99.20%
Latin America and the Caribbean,Trinidad and Tobago,2010,65+,female,91.10%
Latin America and the Caribbean,Trinidad and Tobago,2010,65+,male,97.38%
Latin America and the Caribbean,Trinidad and Tobago,2010,65+,total,93.80%
Latin America and the Caribbean,Uruguay,2010,15+,female,98.49%
Latin America and the Caribbean,Uruguay,2010,15+,male,97.61%
Latin America and the Caribbean,Uruguay,2010,15+,total,98.07%
Latin America and the Caribbean,Uruguay,2010,15-24,female,99.23%
Latin America and the Caribbean,Uruguay,2010,15-24,male,98.36%
Latin America and the Caribbean,Uruguay,2010,15-24,total,98.78%
Latin America and the Caribbean,Uruguay,2010,25-64,female,98.98%
Latin America and the Caribbean,Uruguay,2010,25-64,male,98.10%
Latin America and the Caribbean,Uruguay,2010,25-64,total,98.55%
Latin America and the Caribbean,Uruguay,2010,65+,female,96.35%
Latin America and the Caribbean,Uruguay,2010,65+,male,94.34%
Latin America and the Caribbean,Uruguay,2010,65+,total,95.56%
Latin America and the Caribbean,Uruguay,2011,15+,female,98.62%
Latin America and the Caribbean,Uruguay,2011,15+,male,98.02%
Latin America and the Caribbean,Uruguay,2011,15+,total,98.34%
Latin America and the Caribbean,Uruguay,2011,15-24,female,99.12%
Latin America and the Caribbean,Uruguay,2011,15-24,male,98.61%
Latin America and the Caribbean,Uruguay,2011,15-24,total,98.86%
Latin America and the Caribbean,Uruguay,2011,25-64,female,99.01%
Latin America and the Caribbean,Uruguay,2011,25-64,male,98.37%
Latin America and the Caribbean,Uruguay,2011,25-64,total,98.70%
Latin America and the Caribbean,Uruguay,2011,65+,female,96.98%
Latin America and the Caribbean,Uruguay,2011,65+,male,95.61%
Latin America and the Caribbean,Uruguay,2011,65+,total,96.44%
Latin America and the Caribbean,Uruguay,2012,15+,female,98.66%
Latin America and the Caribbean,Uruguay,2012,15+,male,98.10%
Latin America and the Caribbean,Uruguay,2012,15+,total,98.40%
Latin America and the Caribbean,Uruguay,2012,15-24,female,99.30%
Latin America and the Caribbean,Uruguay,2012,15-24,male,98.63%
Latin America and the Caribbean,Uruguay,2012,15-24,total,98.96%
Latin America and the Caribbean,Uruguay,2012,25-64,female,98.99%
Latin America and the Caribbean,Uruguay,2012,25-64,male,98.31%
Latin America and the Caribbean,Uruguay,2012,25-64,total,98.66%
Latin America and the Caribbean,Uruguay,2012,65+,female,97.06%
Latin America and the Caribbean,Uruguay,2012,65+,male,96.43%
Latin America and the Caribbean,Uruguay,2012,65+,total,96.81%
Latin America and the Caribbean,Uruguay,2013,15+,female,98.64%
Latin America and the Caribbean,Uruguay,2013,15+,male,98.06%
Latin America and the Caribbean,Uruguay,2013,15+,total,98.36%
Latin America and the Caribbean,Uruguay,2013,15-24,female,99.31%
Latin America and the Caribbean,Uruguay,2013,15-24,male,98.56%
Latin America and the Caribbean,Uruguay,2013,15-24,total,98.93%
Latin America and the Caribbean,Uruguay,2013,25-64,female,99.00%
Latin America and the Caribbean,Uruguay,2013,25-64,male,98.45%
Latin America and the Caribbean,Uruguay,2013,25-64,total,98.73%
Latin America and the Caribbean,Uruguay,2013,65+,female,96.91%
Latin America and the Caribbean,Uruguay,2013,65+,male,95.62%
Latin America and the Caribbean,Uruguay,2013,65+,total,96.40%
Latin America and the Caribbean,Uruguay,2014,15+,female,98.81%
Latin America and the Caribbean,Uruguay,2014,15+,male,98.03%
Latin America and the Caribbean,Uruguay,2014,15+,total,98.44%
Latin America and the Caribbean,Uruguay,2014,15-24,female,99.39%
Latin America and the Caribbean,Uruguay,2014,15-24,male,98.31%
Latin America and the Caribbean,Uruguay,2014,15-24,total,98.84%
Latin America and the Caribbean,Uruguay,2014,25-64,female,99.17%
Latin America and the Caribbean,Uruguay,2014,25-64,male,98.41%
Latin America and the Caribbean,Uruguay,2014,25-64,total,98.80%
Latin America and the Caribbean,Uruguay,2014,65+,female,97.19%
Latin America and the Caribbean,Uruguay,2014,65+,male,95.89%
Latin America and the Caribbean,Uruguay,2014,65+,total,96.68%
Latin America and the Caribbean,Uruguay,2015,15+,female,98.87%
Latin America and the Caribbean,Uruguay,2015,15+,male,98.15%
Latin America and the Caribbean,Uruguay,2015,15+,total,98.52%
Latin America and the Caribbean,Uruguay,2015,15-24,female,99.23%
Latin America and the Caribbean,Uruguay,2015,15-24,male,98.64%
Latin America and the Caribbean,Uruguay,2015,15-24,total,98.93%
Latin America and the Caribbean,Uruguay,2015,25-64,female,99.16%
Latin America and the Caribbean,Uruguay,2015,25-64,male,98.46%
Latin America and the Caribbean,Uruguay,2015,25-64,total,98.82%
Latin America and the Caribbean,Uruguay,2015,65+,female,97.66%
Latin America and the Caribbean,Uruguay,2015,65+,male,96.04%
Latin America and the Caribbean,Uruguay,2015,65+,total,97.03%
Latin America and the Caribbean,Uruguay,2016,15+,female,98.85%
Latin America and the Caribbean,Uruguay,2016,15+,male,98.24%
Latin America and the Caribbean,Uruguay,2016,15+,total,98.56%
Latin America and the Caribbean,Uruguay,2016,15-24,female,99.44%
Latin America and the Caribbean,Uruguay,2016,15-24,male,98.87%
Latin America and the Caribbean,Uruguay,2016,15-24,total,99.15%
Latin America and the Caribbean,Uruguay,2016,25-64,female,99.10%
Latin America and the Caribbean,Uruguay,2016,25-64,male,98.46%
Latin America and the Caribbean,Uruguay,2016,25-64,total,98.79%
Latin America and the Caribbean,Uruguay,2016,65+,female,97.57%
Latin America and the Caribbean,Uruguay,2016,65+,male,96.45%
Latin America and the Caribbean,Uruguay,2016,65+,total,97.12%
Latin America and the Caribbean,Uruguay,2017,15+,female,98.96%
Latin America and the Caribbean,Uruguay,2017,15+,male,98.23%
Latin America and the Caribbean,Uruguay,2017,15+,total,98.62%
Latin America and the Caribbean,Uruguay,2017,15-24,female,99.32%
Latin America and the Caribbean,Uruguay,2017,15-24,male,98.56%
Latin America and the Caribbean,Uruguay,2017,15-24,total,98.93%
Latin America and the Caribbean,Uruguay,2017,25-64,female,99.13%
Latin America and the Caribbean,Uruguay,2017,25-64,male,98.54%
Latin America and the Caribbean,Uruguay,2017,25-64,total,98.84%
Latin America and the Caribbean,Uruguay,2017,65+,female,98.14%
Latin America and the Caribbean,Uruguay,2017,65+,male,96.48%
Latin America and the Caribbean,Uruguay,2017,65+,total,97.47%
Latin America and the Caribbean,Uruguay,2018,15+,female,99.01%
Latin America and the Caribbean,Uruguay,2018,15+,male,98.37%
Latin America and the Caribbean,Uruguay,2018,15+,total,98.70%
Latin America and the Caribbean,Uruguay,2018,15-24,female,99.17%
Latin America and the Caribbean,Uruguay,2018,15-24,male,98.60%
Latin America and the Caribbean,Uruguay,2018,15-24,total,98.88%
Latin America and the Caribbean,Uruguay,2018,25-64,female,99.24%
Latin America and the Caribbean,Uruguay,2018,25-64,male,98.55%
Latin America and the Caribbean,Uruguay,2018,25-64,total,98.90%
Latin America and the Caribbean,Uruguay,2018,65+,female,98.17%
Latin America and the Caribbean,Uruguay,2018,65+,male,97.29%
Latin America and the Caribbean,Uruguay,2018,65+,total,97.81%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2011,15+,female,95.03%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2011,15+,male,94.50%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2011,15+,total,94.77%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2011,15-24,female,98.24%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2011,15-24,male,96.89%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2011,15-24,total,97.56%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2011,25-64,female,96.08%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2011,25-64,male,94.91%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2011,25-64,total,95.50%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2011,65+,female,77.97%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2011,65+,male,82.34%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2011,65+,total,79.93%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2015,15+,female,96.56%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2015,15+,male,96.65%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2015,15+,total,96.61%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2015,15-24,female,99.32%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2015,15-24,male,98.71%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2015,15-24,total,99.01%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2015,25-64,female,97.64%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2015,25-64,male,96.93%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2015,25-64,total,97.29%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2015,65+,female,82.72%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2015,65+,male,88.12%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2015,65+,total,85.14%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2016,15+,female,97.21%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2016,15+,male,97.04%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2016,15+,total,97.13%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2016,15-24,female,99.09%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2016,15-24,male,98.44%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2016,15-24,total,98.76%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2016,25-64,female,98.15%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2016,25-64,male,97.42%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2016,25-64,total,97.78%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2016,65+,female,86.71%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2016,65+,male,89.81%
Latin America and the Caribbean,Venezuela (Bolivarian Republic of),2016,65+,total,88.10%
Northern Africa and Western Asia,Algeria,2018,15+,female,75.32%
Northern Africa and Western Asia,Algeria,2018,15+,male,87.42%
Northern Africa and Western Asia,Algeria,2018,15+,total,81.41%
Northern Africa and Western Asia,Algeria,2018,15-24,female,97.25%
Northern Africa and Western Asia,Algeria,2018,15-24,male,97.59%
Northern Africa and Western Asia,Algeria,2018,15-24,total,97.43%
Northern Africa and Western Asia,Algeria,2018,25-64,female,76.40%
Northern Africa and Western Asia,Algeria,2018,25-64,male,89.38%
Northern Africa and Western Asia,Algeria,2018,25-64,total,82.93%
Northern Africa and Western Asia,Algeria,2018,65+,female,19.75%
Northern Africa and Western Asia,Algeria,2018,65+,male,47.89%
Northern Africa and Western Asia,Algeria,2018,65+,total,33.50%
Northern Africa and Western Asia,Armenia,2011,15+,female,99.69%
Northern Africa and Western Asia,Armenia,2011,15+,male,99.81%
Northern Africa and Western Asia,Armenia,2011,15+,total,99.74%
Northern Africa and Western Asia,Armenia,2011,15-24,female,99.88%
Northern Africa and Western Asia,Armenia,2011,15-24,male,99.82%
Northern Africa and Western Asia,Armenia,2011,15-24,total,99.85%
Northern Africa and Western Asia,Armenia,2011,25-64,female,99.88%
Northern Africa and Western Asia,Armenia,2011,25-64,male,99.85%
Northern Africa and Western Asia,Armenia,2011,25-64,total,99.87%
Northern Africa and Western Asia,Armenia,2011,65+,female,98.57%
Northern Africa and Western Asia,Armenia,2011,65+,male,99.49%
Northern Africa and Western Asia,Armenia,2011,65+,total,98.94%
Northern Africa and Western Asia,Armenia,2017,15+,female,99.68%
Northern Africa and Western Asia,Armenia,2017,15+,male,99.81%
Northern Africa and Western Asia,Armenia,2017,15+,total,99.74%
Northern Africa and Western Asia,Armenia,2017,15-24,female,99.87%
Northern Africa and Western Asia,Armenia,2017,15-24,male,99.82%
Northern Africa and Western Asia,Armenia,2017,15-24,total,99.85%
Northern Africa and Western Asia,Armenia,2017,25-64,female,99.87%
Northern Africa and Western Asia,Armenia,2017,25-64,male,99.85%
Northern Africa and Western Asia,Armenia,2017,25-64,total,99.86%
Northern Africa and Western Asia,Armenia,2017,65+,female,98.66%
Northern Africa and Western Asia,Armenia,2017,65+,male,99.52%
Northern Africa and Western Asia,Armenia,2017,65+,total,99.00%
Northern Africa and Western Asia,Azerbaijan,2010,15+,female,99.69%
Northern Africa and Western Asia,Azerbaijan,2010,15+,male,99.85%
Northern Africa and Western Asia,Azerbaijan,2010,15+,total,99.77%
Northern Africa and Western Asia,Azerbaijan,2010,15-24,female,99.93%
Northern Africa and Western Asia,Azerbaijan,2010,15-24,male,99.97%
Northern Africa and Western Asia,Azerbaijan,2010,15-24,total,99.95%
Northern Africa and Western Asia,Azerbaijan,2010,25-64,female,99.86%
Northern Africa and Western Asia,Azerbaijan,2010,25-64,male,99.92%
Northern Africa and Western Asia,Azerbaijan,2010,25-64,total,99.89%
Northern Africa and Western Asia,Azerbaijan,2010,65+,female,97.62%
Northern Africa and Western Asia,Azerbaijan,2010,65+,male,98.73%
Northern Africa and Western Asia,Azerbaijan,2010,65+,total,98.09%
Northern Africa and Western Asia,Azerbaijan,2011,15+,female,99.70%
Northern Africa and Western Asia,Azerbaijan,2011,15+,male,99.86%
Northern Africa and Western Asia,Azerbaijan,2011,15+,total,99.78%
Northern Africa and Western Asia,Azerbaijan,2011,15-24,female,99.93%
Northern Africa and Western Asia,Azerbaijan,2011,15-24,male,99.96%
Northern Africa and Western Asia,Azerbaijan,2011,15-24,total,99.94%
Northern Africa and Western Asia,Azerbaijan,2011,25-64,female,99.86%
Northern Africa and Western Asia,Azerbaijan,2011,25-64,male,99.94%
Northern Africa and Western Asia,Azerbaijan,2011,25-64,total,99.90%
Northern Africa and Western Asia,Azerbaijan,2011,65+,female,97.80%
Northern Africa and Western Asia,Azerbaijan,2011,65+,male,98.56%
Northern Africa and Western Asia,Azerbaijan,2011,65+,total,98.12%
Northern Africa and Western Asia,Azerbaijan,2012,15+,female,99.70%
Northern Africa and Western Asia,Azerbaijan,2012,15+,male,99.85%
Northern Africa and Western Asia,Azerbaijan,2012,15+,total,99.78%
Northern Africa and Western Asia,Azerbaijan,2012,15-24,female,99.92%
Northern Africa and Western Asia,Azerbaijan,2012,15-24,male,99.96%
Northern Africa and Western Asia,Azerbaijan,2012,15-24,total,99.94%
Northern Africa and Western Asia,Azerbaijan,2012,25-64,female,99.84%
Northern Africa and Western Asia,Azerbaijan,2012,25-64,male,99.94%
Northern Africa and Western Asia,Azerbaijan,2012,25-64,total,99.89%
Northern Africa and Western Asia,Azerbaijan,2012,65+,female,97.96%
Northern Africa and Western Asia,Azerbaijan,2012,65+,male,98.49%
Northern Africa and Western Asia,Azerbaijan,2012,65+,total,98.18%
Northern Africa and Western Asia,Azerbaijan,2013,15+,female,99.72%
Northern Africa and Western Asia,Azerbaijan,2013,15+,male,99.87%
Northern Africa and Western Asia,Azerbaijan,2013,15+,total,99.79%
Northern Africa and Western Asia,Azerbaijan,2013,15-24,female,99.93%
Northern Africa and Western Asia,Azerbaijan,2013,15-24,male,99.98%
Northern Africa and Western Asia,Azerbaijan,2013,15-24,total,99.95%
Northern Africa and Western Asia,Azerbaijan,2013,25-64,female,99.85%
Northern Africa and Western Asia,Azerbaijan,2013,25-64,male,99.95%
Northern Africa and Western Asia,Azerbaijan,2013,25-64,total,99.90%
Northern Africa and Western Asia,Azerbaijan,2013,65+,female,98.08%
Northern Africa and Western Asia,Azerbaijan,2013,65+,male,98.57%
